Local,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface of plot of land,Numbers of facades,Swimming pool,State of building
|,House,None,"€395,000",None,3,150m²squaremeters,Yes,Yes,No,No,Yes,150m²squaremeters,283m²squaremeters,None,No,Good
Koningslo,Town-house,None,"€395,000",None,4,166m²squaremeters,Yes,Yes,No,No,No,166m²squaremeters,152m²squaremeters,2,No,None
Eeklo,House,None,"€395,000",None,3,None,Yes,Yes,No,No,No,None,594m²squaremeters,3,No,Asnew
Leuven,House,None,"€397,000",None,3,147m²squaremeters,Yes,Yes,No,No,Yes,147m²squaremeters,99m²squaremeters,2,No,None
|,House,None,"€398,000",None,2,145m²squaremeters,Yes,No,No,No,No,145m²squaremeters,362m²squaremeters,3,No,Good
|,House,None,Make,None,3,110m²squaremeters,Yes,No,No,No,No,110m²squaremeters,314m²squaremeters,3,No,Asnew
Ieper,House,None,"€399,000",None,4,None,Yes,Yes,No,No,No,None,2808m²squaremeters,2,No,Asnew
|,House,None,"€415,000",None,4,110m²squaremeters,Yes,Yes,No,No,No,110m²squaremeters,728m²squaremeters,None,No,Good
Olen,House,None,"€419,000",None,4,None,Yes,Yes,No,No,No,None,990m²squaremeters,4,Yes,Justrenovated
Aalst,House,None,"€420,000",None,6,236m²squaremeters,Yes,No,No,Yes,No,236m²squaremeters,None,3,No,Good
Sint-Michiels,House,None,"€425,000",None,3,260m²squaremeters,No,Yes,No,No,No,260m²squaremeters,171m²squaremeters,None,No,Asnew
|,Villa,None,Make,None,3,160m²squaremeters,Yes,Yes,No,Yes,No,160m²squaremeters,8191m²squaremeters,4,Yes,Good
As,House,None,"€430,000",None,5,394m²squaremeters,Yes,No,No,No,No,394m²squaremeters,942m²squaremeters,4,No,None
|,House,None,"€430,000",None,9,364m²squaremeters,Yes,Yes,No,Yes,Yes,364m²squaremeters,842m²squaremeters,None,No,Good
|,House,None,"€430,000",None,9,364m²squaremeters,Yes,Yes,No,Yes,Yes,364m²squaremeters,842m²squaremeters,None,No,Good
|,House,None,"€435,000",None,3,113m²squaremeters,Yes,No,No,No,No,113m²squaremeters,400m²squaremeters,3,No,Tobedoneup
|,House,None,"€435,000",None,3,120m²squaremeters,Yes,Yes,No,Yes,No,120m²squaremeters,411m²squaremeters,None,No,Good
Gent,House,None,"€435,000",None,4,190m²squaremeters,Yes,No,No,Yes,No,190m²squaremeters,113m²squaremeters,2,No,None
Gent,House,None,"€435,000",None,4,190m²squaremeters,Yes,No,No,Yes,No,190m²squaremeters,113m²squaremeters,2,No,None
|,Villa,None,"€448,000",None,2,120m²squaremeters,Yes,No,No,No,No,120m²squaremeters,724m²squaremeters,4,No,Good
|,House,None,"€449,000",None,4,160m²squaremeters,Yes,Yes,No,No,No,160m²squaremeters,152m²squaremeters,2,No,Good
Kortenaken,Exceptional,None,"€449,000",None,5,220m²squaremeters,No,Yes,No,No,No,220m²squaremeters,944m²squaremeters,4,No,Asnew
Ledeberg,House,None,"€449,000",None,4,125m²squaremeters,Yes,Yes,No,No,No,125m²squaremeters,5m²squaremeters,1,No,Tobedoneup
|,Apartment,None,"€450,000",None,3,228m²squaremeters,No,No,No,No,No,228m²squaremeters,127m²squaremeters,2,No,Asnew
Wavre,Villa,None,Reserve,None,5,None,Yes,No,No,Yes,No,None,1198m²squaremeters,4,No,Good
|,House,None,Make,None,3,136m²squaremeters,No,Yes,No,Yes,No,136m²squaremeters,1630m²squaremeters,3,Yes,Good
Gent,House,None,"€460,000",None,3,None,Yes,Yes,No,No,No,None,50m²squaremeters,2,No,Justrenovated
|,House,None,"€475,000",None,3,189m²squaremeters,Yes,No,No,No,No,189m²squaremeters,336m²squaremeters,2,No,Asnew
|,House,None,"€475,000",None,4,142m²squaremeters,Yes,Yes,No,No,Yes,142m²squaremeters,992m²squaremeters,None,No,Good
|,House,None,"€485,000",None,5,260m²squaremeters,Yes,Yes,No,No,No,260m²squaremeters,440m²squaremeters,2,Yes,Asnew
Melle,House,None,"€485,000",None,3,143m²squaremeters,Yes,Yes,No,No,No,143m²squaremeters,528m²squaremeters,3,No,None
AUVELAIS,Apartment,None,"€490,000",None,None,320m²squaremeters,Yes,Yes,No,No,No,320m²squaremeters,2270m²squaremeters,None,No,None
|,Villa,None,"€495,000",None,2,150m²squaremeters,Yes,Yes,No,Yes,No,150m²squaremeters,1019m²squaremeters,4,No,Good
|,Villa,None,"€495,000",None,2,150m²squaremeters,Yes,Yes,No,Yes,No,150m²squaremeters,1019m²squaremeters,4,No,Good
Heusy,House,None,Make,None,6,270m²squaremeters,Yes,No,No,No,No,270m²squaremeters,966m²squaremeters,4,No,Asnew
Louviere,Mixed-use,None,Make,None,3,235m²squaremeters,No,Yes,No,No,No,235m²squaremeters,144m²squaremeters,3,Yes,Asnew
|,Villa,None,"€499,000",None,4,160m²squaremeters,Yes,No,No,No,No,160m²squaremeters,1278m²squaremeters,4,No,Tobedoneup
|,Villa,None,"€499,000",None,4,160m²squaremeters,Yes,No,No,No,No,160m²squaremeters,1278m²squaremeters,4,No,Tobedoneup
|,Mansion,None,"€499,000",None,4,300m²squaremeters,Yes,Yes,No,Yes,No,300m²squaremeters,700m²squaremeters,None,No,None
|,House,None,"€500,000",None,5,210m²squaremeters,No,Yes,No,No,No,210m²squaremeters,300m²squaremeters,None,No,None
Eeklo,House,None,"€510,000",None,5,None,Yes,Yes,No,No,No,None,None,3,No,Good
Gent,House,None,"€530,000",None,3,135m²squaremeters,No,Yes,No,No,No,135m²squaremeters,54m²squaremeters,2,No,Good
|,Villa,None,"€565,000",None,4,235m²squaremeters,Yes,No,No,No,No,235m²squaremeters,1013m²squaremeters,4,No,None
|,Apartment,None,"€570,000",None,None,None,Yes,Yes,No,No,No,None,None,2,No,Good
Bierbeek,House,None,"€580,000",None,4,240m²squaremeters,No,Yes,No,No,Yes,240m²squaremeters,1971m²squaremeters,None,No,Asnew
Sint-Kruis,House,None,"€585,000",None,5,245m²squaremeters,No,No,No,No,No,245m²squaremeters,608m²squaremeters,None,Yes,Asnew
Lapscheure,House,None,"€595,000",None,3,204m²squaremeters,No,Yes,No,Yes,Yes,204m²squaremeters,742m²squaremeters,None,No,Asnew
Auderghem,Mixed-use,None,"€599,000",None,4,300m²squaremeters,No,Yes,No,No,No,300m²squaremeters,210m²squaremeters,4,No,Tobedoneup
|,Villa,None,"€620,000",None,5,210m²squaremeters,Yes,No,No,No,No,210m²squaremeters,343m²squaremeters,3,No,Asnew
Lichtaart,Mixed-use,None,"€625,000",None,4,615m²squaremeters,Yes,Yes,No,No,No,615m²squaremeters,3860m²squaremeters,4,No,Good
|,House,None,"€645,000",None,4,250m²squaremeters,Yes,No,No,Yes,No,250m²squaremeters,1000m²squaremeters,4,Yes,Asnew
Nouvelles,Exceptional,None,Make,None,5,None,Yes,No,No,No,No,None,14816m²squaremeters,4,No,Torenovate
Aartselaar,Exceptional,None,"€670,000",None,3,167m²squaremeters,No,No,No,No,No,167m²squaremeters,630m²squaremeters,3,No,None
|,Villa,None,Make,None,4,270m²squaremeters,Yes,No,No,Yes,No,270m²squaremeters,841m²squaremeters,4,Yes,Asnew
Eeklo,House,None,"€675,000",None,8,None,No,No,No,Yes,No,None,565m²squaremeters,None,Yes,Torenovate
|,Apartment,None,"€690,000",None,3,421m²squaremeters,Yes,Yes,No,No,No,421m²squaremeters,421m²squaremeters,2,Yes,Good
|,House,None,"€699,000",None,6,625m²squaremeters,No,Yes,No,No,Yes,625m²squaremeters,2730m²squaremeters,4,No,None
|,Exceptional,None,"€699,000",None,6,625m²squaremeters,No,Yes,No,No,Yes,625m²squaremeters,2730m²squaremeters,4,No,None
|,House,None,"€699,000",None,6,625m²squaremeters,No,Yes,No,No,Yes,625m²squaremeters,2730m²squaremeters,4,No,None
|,Exceptional,None,"€699,000",None,6,625m²squaremeters,No,Yes,No,No,Yes,625m²squaremeters,2730m²squaremeters,4,No,None
Koksijde,House,None,"€699,000",None,4,197m²squaremeters,Yes,Yes,No,No,Yes,197m²squaremeters,875m²squaremeters,4,No,Good
|,Villa,None,"€720,000",None,4,171m²squaremeters,Yes,No,No,No,No,171m²squaremeters,631m²squaremeters,4,No,Good
|,Villa,None,"€720,000",None,4,422m²squaremeters,Yes,Yes,No,No,No,422m²squaremeters,1870m²squaremeters,4,Yes,Asnew
|,House,None,"€745,000",None,3,278m²squaremeters,Yes,No,No,No,No,278m²squaremeters,5418m²squaremeters,4,No,Good
|,House,None,"€749,000",None,5,300m²squaremeters,Yes,Yes,No,Yes,No,300m²squaremeters,909m²squaremeters,4,No,None
|,House,None,"€775,000",None,4,340m²squaremeters,No,Yes,No,No,Yes,340m²squaremeters,415m²squaremeters,None,No,None
Herve,Exceptional,None,"€775,000",None,9,700m²squaremeters,Yes,Yes,No,No,No,700m²squaremeters,7200m²squaremeters,4,Yes,None
Herzele,House,None,"€775,000",None,5,378m²squaremeters,No,No,No,No,Yes,378m²squaremeters,460m²squaremeters,None,No,Asnew
|,Exceptional,None,Make,None,4,419m²squaremeters,Yes,No,No,No,No,419m²squaremeters,8801m²squaremeters,4,No,Good
|,House,None,"€835,000",None,4,210m²squaremeters,Yes,Yes,No,Yes,No,210m²squaremeters,3752m²squaremeters,4,No,Justrenovated
|,Apartment,None,"€845,000",None,5,337m²squaremeters,Yes,Yes,No,No,No,337m²squaremeters,481m²squaremeters,2,No,Justrenovated
|,Villa,None,"€850,000",None,6,360m²squaremeters,Yes,No,No,No,No,360m²squaremeters,1138m²squaremeters,4,No,Good
Eynatten,Exceptional,None,"€875,000",None,9,None,No,No,No,No,No,None,3588m²squaremeters,4,No,Asnew
|,Mansion,None,"€895,000",None,5,373m²squaremeters,Yes,Yes,No,Yes,No,373m²squaremeters,1200m²squaremeters,4,Yes,Asnew
Bredene,House,None,"€895,000",None,3,265m²squaremeters,Yes,No,No,No,No,265m²squaremeters,950m²squaremeters,None,No,None
|,Exceptional,None,"€995,000",None,4,542m²squaremeters,Yes,Yes,No,No,No,542m²squaremeters,14780m²squaremeters,4,Yes,Good
Herzele,Villa,None,"€995,000",None,5,1265m²squaremeters,No,Yes,No,No,No,1265m²squaremeters,11366m²squaremeters,None,No,Torenovate
|,House,None,"€1,000,000",None,4,253m²squaremeters,No,Yes,No,No,No,253m²squaremeters,1170m²squaremeters,4,No,None
Heverlee,House,None,"€1,085,000",None,11,315m²squaremeters,No,Yes,No,No,Yes,315m²squaremeters,154m²squaremeters,None,No,Asnew
Sint-Jan-in-Eremo,Villa,None,"€1,090,000",None,3,663m²squaremeters,Yes,No,No,Yes,Yes,663m²squaremeters,6372m²squaremeters,None,No,Asnew
|,House,None,"€1,095,000",None,5,320m²squaremeters,Yes,Yes,No,Yes,No,320m²squaremeters,1599m²squaremeters,4,Yes,Asnew
Liège,Exceptional,None,"€1,100,000",None,5,None,Yes,No,No,No,No,None,269m²squaremeters,3,No,Good
|,Villa,None,"€1,150,000",None,5,354m²squaremeters,Yes,Yes,No,No,No,354m²squaremeters,730m²squaremeters,4,No,Tobedoneup
|,House,None,"€1,185,000",None,5,250m²squaremeters,Yes,Yes,No,Yes,No,250m²squaremeters,2500m²squaremeters,4,No,Good
|,House,None,"€1,285,000",None,4,194m²squaremeters,Yes,Yes,No,Yes,Yes,194m²squaremeters,225m²squaremeters,3,No,Asnew
Uccle,House,None,"€1,300,000",None,5,327m²squaremeters,No,Yes,No,No,No,327m²squaremeters,630m²squaremeters,2,No,Asnew
Gent,Mixed-use,None,"€1,320,000",None,10,400m²squaremeters,Yes,Yes,No,No,No,400m²squaremeters,150m²squaremeters,2,Yes,Asnew
|,House,None,"€1,350,000",None,10,700m²squaremeters,Yes,Yes,No,Yes,No,700m²squaremeters,50000m²squaremeters,None,Yes,Good
Reet,House,None,"€1,395,000",None,6,470m²squaremeters,No,Yes,No,Yes,Yes,470m²squaremeters,800m²squaremeters,None,Yes,None
Mons,Exceptional,None,"€1,450,000",None,6,1100m²squaremeters,No,Yes,No,No,No,1100m²squaremeters,500m²squaremeters,3,Yes,None
Uccle,House,None,"€1,850,000",None,6,None,No,Yes,No,No,Yes,None,1165m²squaremeters,4,No,Asnew
|,Villa,None,"€1,850,000",None,5,837m²squaremeters,No,Yes,No,Yes,Yes,837m²squaremeters,7492m²squaremeters,4,Yes,None
|,Exceptional,None,"€1,895,000",None,10,528m²squaremeters,Yes,No,No,No,No,528m²squaremeters,5600m²squaremeters,4,Yes,Asnew
|,Exceptional,None,"€1,895,000",None,10,528m²squaremeters,Yes,No,No,No,No,528m²squaremeters,5600m²squaremeters,4,Yes,Asnew
|,Exceptional,None,"€1,900,000",None,8,1500m²squaremeters,Yes,No,No,Yes,No,1500m²squaremeters,30000m²squaremeters,4,Yes,Tobedoneup
|,Apartment,None,"€1,950,000",None,5,515m²squaremeters,Yes,No,No,No,No,515m²squaremeters,600m²squaremeters,3,No,Asnew
|,Apartment,None,"€1,950,000",None,5,515m²squaremeters,Yes,No,No,No,No,515m²squaremeters,600m²squaremeters,3,No,Asnew
|,Farmhouse,None,"€1,950,000",None,3,None,Yes,Yes,No,Yes,No,None,9000m²squaremeters,4,No,Tobedoneup
|,House,None,"€2,290,000",None,5,390m²squaremeters,Yes,Yes,No,No,Yes,390m²squaremeters,658m²squaremeters,4,Yes,Asnew
Knokke-Heist,House,None,"€2,325,000",None,15,486m²squaremeters,No,Yes,No,Yes,Yes,486m²squaremeters,653m²squaremeters,None,Yes,Asnew
|,House,None,"€2,450,000",None,7,592m²squaremeters,No,Yes,No,Yes,No,592m²squaremeters,446m²squaremeters,3,No,None
|,Exceptional,None,"€2,750,000",None,7,680m²squaremeters,Yes,Yes,No,No,No,680m²squaremeters,15300m²squaremeters,4,Yes,Asnew
|,Villa,None,"€2,895,000",None,4,None,Yes,Yes,No,Yes,No,None,1171m²squaremeters,4,Yes,Asnew
Boussu,House,None,Make,None,3,None,Yes,Yes,No,No,No,None,None,3,No,Good
Brugge,House,None,"€180,000",None,1,67m²squaremeters,Yes,No,No,No,Yes,67m²squaremeters,160m²squaremeters,None,No,Asnew
Izegem,House,None,"€190,000",None,2,None,No,No,No,Yes,Yes,None,108m²squaremeters,None,No,Justrenovated
Haaltert,Villa,None,"€370,000",None,3,318m²squaremeters,No,No,No,Yes,No,318m²squaremeters,445m²squaremeters,2,No,None
Wilsele,House,None,"€495,000",None,3,227m²squaremeters,Yes,Yes,No,Yes,Yes,227m²squaremeters,180m²squaremeters,None,No,None
Puurs-Sint-Amands,House,None,"€687,000",None,4,303m²squaremeters,No,No,No,No,No,303m²squaremeters,791m²squaremeters,None,No,None
Mouscron,Apartment,None,"€3,000,000",None,40,5000m²squaremeters,No,Yes,No,No,No,5000m²squaremeters,1000m²squaremeters,11,Yes,Torenovate
Lippelo,Bungalow,None,"€415,000",None,3,177m²squaremeters,No,Yes,No,Yes,No,177m²squaremeters,1416m²squaremeters,4,No,None
|,House,None,"€365,000",None,4,200m²squaremeters,Yes,Yes,No,No,No,200m²squaremeters,364m²squaremeters,3,Yes,Tobedoneup
Eksaarde,House,None,Reserve,None,2,None,No,No,No,No,No,None,490m²squaremeters,3,No,Torenovate
Herselt,House,None,Reserve,None,3,None,Yes,No,No,No,No,None,1200m²squaremeters,3,No,Torenovate
Chièvres,House,None,"€189,900",None,3,185m²squaremeters,No,No,No,No,No,185m²squaremeters,450m²squaremeters,3,No,None
Blaton,House,None,"€192,450",None,3,136m²squaremeters,Yes,Yes,No,No,No,136m²squaremeters,198m²squaremeters,3,No,Asnew
Roeselare,House,None,"€215,000",None,3,168m²squaremeters,No,Yes,No,No,No,168m²squaremeters,250m²squaremeters,None,No,None
Geel,Villa,None,Reserve,None,4,None,Yes,No,No,No,No,None,1710m²squaremeters,4,No,Tobedoneup
Lichtervelde,House,None,"€252,000",None,3,140m²squaremeters,Yes,Yes,No,No,Yes,140m²squaremeters,100m²squaremeters,2,No,Asnew
Zulte,House,None,"€275,000",None,3,None,No,Yes,No,Yes,No,None,204m²squaremeters,3,No,Good
Kortessem,House,None,"€318,100",None,3,145m²squaremeters,Yes,No,No,No,No,145m²squaremeters,182m²squaremeters,3,No,None
Lichtervelde,House,None,"€322,285",None,3,None,Yes,No,No,No,No,None,390m²squaremeters,3,No,Asnew
gentbrugge,House,None,"€325,000",None,3,None,Yes,Yes,No,No,Yes,None,210m²squaremeters,None,No,Asnew
Vorselaar,House,None,"€329,000",None,3,140m²squaremeters,No,Yes,No,No,No,140m²squaremeters,251m²squaremeters,3,No,None
Liedekerke,Town-house,None,"€337,000",None,2,176m²squaremeters,Yes,Yes,No,No,No,176m²squaremeters,None,3,No,None
Kortessem,House,None,"€369,255",None,4,194m²squaremeters,Yes,No,No,No,No,194m²squaremeters,286m²squaremeters,3,No,None
Gand,House,None,"€380,000",None,4,240m²squaremeters,Yes,No,No,Yes,No,240m²squaremeters,240m²squaremeters,4,No,Asnew
|,House,None,"€396,583",None,3,186m²squaremeters,No,Yes,No,No,No,186m²squaremeters,609m²squaremeters,3,No,None
Lubbeek,House,None,"€450,000",None,5,235m²squaremeters,No,Yes,No,No,No,235m²squaremeters,605m²squaremeters,3,No,Asnew
Meilegem,House,None,"€497,400",None,3,180m²squaremeters,Yes,Yes,No,No,Yes,180m²squaremeters,610m²squaremeters,None,No,None
|,Villa,None,"€535,000",None,3,180m²squaremeters,Yes,Yes,No,Yes,Yes,180m²squaremeters,590m²squaremeters,4,No,Good
Bierbeek,Villa,None,"€544,000",None,3,173m²squaremeters,Yes,No,No,No,Yes,173m²squaremeters,489m²squaremeters,4,No,Asnew
Forest,House,None,"€610,000",None,6,220m²squaremeters,No,Yes,No,No,No,220m²squaremeters,1m²squaremeter,2,No,Good
Bierbeek,Villa,None,"€681,000",None,4,311m²squaremeters,Yes,No,No,No,Yes,311m²squaremeters,416m²squaremeters,4,No,Asnew
Tielt,House,None,"€325,000",None,3,142m²squaremeters,No,Yes,No,No,No,142m²squaremeters,250m²squaremeters,3,No,Asnew
Sint-Gillis-Dendermonde,House,None,"€279,500",None,3,137m²squaremeters,No,Yes,No,No,No,137m²squaremeters,137m²squaremeters,None,No,Asnew
Antwerp,Apartment,None,"€280,000",None,2,94m²squaremeters,No,Yes,No,No,No,94m²squaremeters,None,2,No,Good
Hasselt,House,None,"€285,000",None,3,None,Yes,No,No,No,No,None,95m²squaremeters,None,No,None
Wolvertem,House,None,Reserve,None,3,None,No,No,No,No,No,None,260m²squaremeters,None,No,Torenovate
Eeklo,House,None,"€319,000",None,3,150m²squaremeters,Yes,Yes,No,No,Yes,150m²squaremeters,None,None,No,Good
Antwerp,Apartment,None,"€330,000",None,2,120m²squaremeters,No,Yes,No,No,No,120m²squaremeters,None,2,No,Good
Wachtebeke,House,None,Reserve,None,2,None,No,No,No,No,No,None,120m²squaremeters,2,No,Torenovate
Dison,House,None,Reserve,None,4,None,No,No,No,No,No,None,687m²squaremeters,None,No,Good
Waregem,House,None,"€276,000",None,3,128m²squaremeters,No,No,No,No,No,128m²squaremeters,200m²squaremeters,None,No,None
Testelt,House,None,"€340,000",None,4,243m²squaremeters,No,Yes,No,Yes,Yes,243m²squaremeters,165m²squaremeters,None,No,Asnew
Musson,House,None,"€389,000",None,5,220m²squaremeters,No,Yes,No,No,No,220m²squaremeters,463m²squaremeters,4,No,None
|,Apartment,None,"€650,000",None,4,255m²squaremeters,No,Yes,No,No,No,255m²squaremeters,3000m²squaremeters,None,No,None
Sint-Michiels,Villa,None,Reserve,None,4,273m²squaremeters,Yes,No,No,Yes,Yes,273m²squaremeters,581m²squaremeters,4,No,None
Gent,House,None,"€329,000",None,3,110m²squaremeters,No,Yes,No,No,No,110m²squaremeters,88m²squaremeters,2,No,Good
|,House,None,"€390,000",None,3,None,No,Yes,No,No,No,None,647m²squaremeters,4,Yes,Good
Visé,House,None,Reserve,None,4,None,Yes,No,No,Yes,No,None,650m²squaremeters,4,No,None
Marcinelle,House,None,"€195,000",None,3,None,Yes,Yes,No,Yes,No,None,None,3,No,None
Oostende,House,None,"€219,000",None,2,None,Yes,Yes,No,No,No,None,75m²squaremeters,None,No,Good
|,House,None,"€339,500",None,3,158m²squaremeters,Yes,Yes,No,No,No,158m²squaremeters,60m²squaremeters,2,No,Good
|,Apartment,None,"€1,595,000",None,None,450m²squaremeters,Yes,Yes,No,Yes,No,450m²squaremeters,None,2,No,None
|,Villa,None,"€667,000",None,4,250m²squaremeters,Yes,Yes,No,No,No,250m²squaremeters,629m²squaremeters,4,Yes,Asnew
Kortemark,House,None,"€99,000",None,3,101m²squaremeters,Yes,Yes,No,No,No,101m²squaremeters,411m²squaremeters,None,No,Torenovate
Sint-Niklaas,House,None,Reserve,None,2,100m²squaremeters,Yes,No,No,Yes,No,100m²squaremeters,52m²squaremeters,4,No,None
Halle,House,None,"€310,000",None,4,105m²squaremeters,No,No,No,No,Yes,105m²squaremeters,556m²squaremeters,None,No,Tobedoneup
Ronse,House,None,"€334,900",None,3,133m²squaremeters,No,Yes,No,No,Yes,133m²squaremeters,None,4,No,Asnew
|,House,None,"€255,000",None,1,100m²squaremeters,Yes,Yes,No,No,No,100m²squaremeters,700m²squaremeters,4,No,Justrenovated
Genk,House,None,"€279,000",None,4,214m²squaremeters,No,Yes,No,Yes,No,214m²squaremeters,2116m²squaremeters,3,No,None
Hechtel-Eksel,House,None,Reserve,None,3,153m²squaremeters,Yes,No,No,No,No,153m²squaremeters,595m²squaremeters,None,No,None
Chimay,House,None,"€199,000",None,4,185m²squaremeters,Yes,Yes,No,No,No,185m²squaremeters,423m²squaremeters,3,No,None
Wetteren,House,None,"€219,000",None,3,109m²squaremeters,Yes,No,No,Yes,No,109m²squaremeters,119m²squaremeters,2,No,Good
Bois-d'haine,Villa,None,Reserve,None,3,130m²squaremeters,Yes,No,No,No,No,130m²squaremeters,1487m²squaremeters,None,No,None
Nieuwpoort,House,None,"€290,000",None,3,None,Yes,Yes,No,No,No,None,None,2,No,Torenovate
|,House,None,"€145,000",None,4,None,Yes,Yes,No,Yes,No,None,None,2,No,Tobedoneup
Torhout,House,None,"€229,000",None,2,None,No,Yes,No,No,Yes,None,1011m²squaremeters,3,No,None
Eeklo,House,None,"€239,000",None,3,None,Yes,Yes,No,No,Yes,None,None,3,No,Asnew
|,House,None,"€295,000",None,5,170m²squaremeters,Yes,Yes,No,No,No,170m²squaremeters,None,None,No,Asnew
Brugge,House,None,"€539,000",None,5,318m²squaremeters,No,No,No,No,No,318m²squaremeters,600m²squaremeters,None,No,None
